budget,usecase,cpu_brand_pref,gpu_brand_pref,cpu_id,gpu_id,mobo_id,ram_id,ssd_id,psu_id,case_id,cooler_id,total_price,quality_score
215258,Gaming,AMD,,88,167,225,52,57,195,203,75,215300.0,0
42787,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
499109,AI-ML,,,91,121,40,135,60,146,209,156,485300.0,0
501318,Editing,Intel,AMD,102,169,128,135,262,146,214,156,452800.0,0
44442,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
499387,AI-ML,Intel,AMD,94,121,46,135,60,146,209,156,475800.0,0
25272,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
398419,Editing,,AMD,99,169,46,54,60,65,81,156,366500.0,0
217561,Editing,,AMD,86,120,225,244,59,195,203,75,216600.0,0
300922,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
119221,Editing,,AMD,325,116,225,52,57,62,77,285,129780.0,0
123858,AI-ML,Intel,AMD,95,117,43,50,178,62,77,285,130880.0,0
254785,Gaming,Intel,,94,167,43,50,59,181,314,76,254500.0,0
651348,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
177880,Editing,Intel,NVIDIA,12,21,43,50,139,195,313,153,160400.0,0
149898,Gaming,AMD,NVIDIA,325,107,225,51,56,142,305,153,154900.0,0
246057,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
34447,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
499672,AI-ML,Intel,NVIDIA,94,114,46,135,60,146,209,156,455800.0,0
82451,Gaming,Intel,AMD,95,28,43,48,177,180,77,215,97500.0,0
58998,General Use,Intel,AMD,11,0,43,243,56,300,77,287,64079.0,0
150141,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
33682,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
184004,Gaming,Intel,NVIDIA,14,166,43,50,178,195,79,153,173100.0,0
116402,Gaming,,AMD,11,29,43,243,56,62,77,284,124599.0,0
148809,Gaming,AMD,AMD,325,120,225,51,56,142,305,153,153900.0,0
178571,Editing,,AMD,88,29,225,53,139,195,313,153,171400.0,0
145409,AI-ML,,,11,120,43,50,57,142,77,153,150999.0,0
502278,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
298994,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
33639,Editing,Intel,,93,27,43,131,178,300,77,287,89280.0,0
84987,Gaming,AMD,NVIDIA,160,20,293,48,177,180,77,0,82499.0,0
304134,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
402362,Gaming,Intel,NVIDIA,94,114,46,244,59,65,70,156,402300.0,0
58207,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
55052,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
99705,Editing,AMD,NVIDIA,2,20,293,131,178,61,77,0,97000.0,0
301907,Editing,AMD,,91,166,225,244,60,65,307,76,281500.0,0
651598,Gaming,,AMD,164,121,40,135,140,146,212,283,651300.0,0
115473,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
153291,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
44305,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
177339,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
124191,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
66363,General Use,AMD,AMD,1,0,183,243,178,300,77,0,60599.0,0
649782,Gaming,AMD,AMD,164,121,40,135,140,146,211,283,646300.0,0
77407,Gaming,Intel,,93,116,43,48,177,141,77,289,91800.0,0
53784,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
498365,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
499287,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
653918,Gaming,AMD,NVIDIA,164,115,40,135,262,146,211,158,653300.0,0
647033,Gaming,AMD,NVIDIA,164,115,40,135,60,146,212,159,644500.0,0
67568,Gaming,Intel,NVIDIA,93,20,43,48,177,300,77,72,86700.0,0
37660,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
150383,Editing,AMD,,7,105,225,52,139,195,68,153,157400.0,0
298660,Editing,Intel,NVIDIA,94,166,230,50,60,65,148,76,272100.0,0
26374,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
50266,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
41104,AI-ML,AMD,,160,20,293,131,178,300,77,0,88499.0,0
101129,Editing,Intel,NVIDIA,14,20,43,50,178,62,77,73,113200.0,0
101394,Editing,AMD,,327,20,293,50,178,62,77,0,101999.0,0
39365,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
54198,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
55028,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
99718,General Use,AMD,AMD,325,0,225,51,139,61,313,73,90600.0,0
652651,Gaming,Intel,AMD,102,121,128,135,140,146,280,283,621600.0,0
78064,AI-ML,Intel,,93,20,43,131,178,141,77,289,97300.0,0
95411,Gaming,AMD,,160,105,293,49,177,61,77,0,96999.0,0
146899,Gaming,AMD,,325,107,225,51,56,142,305,153,154900.0,0
221265,Gaming,AMD,,88,167,225,52,57,195,203,155,216500.0,0
248442,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
103940,Editing,Intel,NVIDIA,14,20,43,50,178,62,77,73,113200.0,0
35829,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
178593,Gaming,Intel,,14,166,43,50,178,195,313,153,172300.0,0
647250,Editing,Intel,NVIDIA,102,115,128,135,140,146,151,283,646800.0,0
254692,Editing,AMD,AMD,86,169,225,244,59,181,148,155,254200.0,0
97316,AI-ML,,AMD,93,117,43,131,178,61,77,73,124200.0,0
496082,Editing,Intel,AMD,102,169,128,135,262,146,214,156,452800.0,0
67860,General Use,,AMD,2,0,183,243,178,300,77,0,64100.0,0
654466,Gaming,,NVIDIA,164,115,40,135,262,146,211,158,653300.0,0
651062,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
401997,AI-ML,AMD,AMD,86,33,40,54,60,65,307,156,403500.0,0
116361,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
119855,Editing,Intel,,14,116,43,50,57,62,77,285,120380.0,0
179247,Editing,,AMD,88,29,225,53,139,195,313,153,171400.0,0
34697,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
152106,AI-ML,Intel,AMD,11,120,43,50,57,195,77,153,151999.0,0
103489,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
177670,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
100115,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
152181,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
253419,Gaming,,NVIDIA,88,167,225,53,139,181,314,155,230900.0,0
215674,Gaming,AMD,,88,167,225,52,57,195,203,75,215300.0,0
33613,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
121308,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
254708,AI-ML,,,88,167,225,244,139,181,79,155,232500.0,0
42227,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
650556,AI-ML,,AMD,99,121,319,135,140,146,280,283,629400.0,0
38985,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
218894,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
250958,Editing,,NVIDIA,94,166,43,50,60,181,314,154,250300.0,0
217256,Gaming,,AMD,88,169,225,52,57,195,203,75,210300.0,0
80401,Editing,AMD,NVIDIA,1,20,293,131,178,180,77,0,92999.0,0
96417,Editing,,NVIDIA,2,20,293,131,178,61,77,0,97000.0,0
66072,Editing,Intel,NVIDIA,95,20,43,131,178,300,77,72,96700.0,0
397313,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
29214,General Use,Intel,AMD,93,0,43,130,136,300,77,287,50280.0,0
42597,Editing,AMD,AMD,160,27,293,131,178,300,77,0,85499.0,0
27275,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
397819,AI-ML,Intel,AMD,97,33,46,54,60,65,148,156,404500.0,0
652198,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
222256,Editing,,AMD,86,120,225,244,59,195,203,155,217800.0,0
83603,General Use,Intel,NVIDIA,14,0,43,50,57,180,305,215,84500.0,0
248141,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
217114,Gaming,AMD,,88,167,225,52,57,195,203,75,215300.0,0
35348,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
400546,Gaming,AMD,NVIDIA,92,167,40,135,60,65,150,156,399500.0,0
53756,AI-ML,Intel,,93,20,43,131,178,300,77,287,92280.0,0
501177,Editing,,AMD,164,169,40,135,140,146,330,158,500500.0,0
500235,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
503062,Gaming,,,99,121,46,244,60,146,214,156,485300.0,0
179092,Gaming,Intel,NVIDIA,14,166,43,50,178,195,313,153,172300.0,0
25426,General Use,Intel,,93,0,43,130,136,300,77,287,50280.0,0
66624,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
249927,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
648795,Editing,AMD,NVIDIA,92,115,125,135,140,146,211,158,646500.0,0
248665,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
499748,AI-ML,AMD,AMD,91,121,40,135,60,146,209,156,485300.0,0
497047,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
145492,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
296250,Gaming,AMD,,91,167,225,244,60,65,148,76,296200.0,0
118821,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
245829,Editing,,,86,165,225,244,59,181,314,155,230200.0,0
153779,AI-ML,AMD,NVIDIA,1,22,35,50,139,195,78,0,153699.0,0
654627,Editing,Intel,NVIDIA,102,115,128,135,140,146,212,283,652300.0,0
402778,AI-ML,AMD,NVIDIA,92,167,40,135,60,65,70,158,402500.0,0
250336,Gaming,,AMD,88,169,225,53,139,181,314,155,225900.0,0
650446,Editing,AMD,AMD,164,121,40,135,140,146,211,283,646300.0,0
182616,AI-ML,,AMD,4,169,35,50,139,195,68,0,182500.0,0
651958,AI-ML,,NVIDIA,99,115,319,135,140,146,150,283,650600.0,0
27758,General Use,Intel,,93,0,43,130,136,300,77,287,50280.0,0
222760,Editing,,AMD,86,120,225,244,59,195,203,155,217800.0,0
64862,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,72,95200.0,0
35239,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
59324,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
61284,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
81396,General Use,Intel,,14,0,43,50,57,180,305,215,84500.0,0
122867,Editing,AMD,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
97548,Gaming,AMD,,160,105,293,49,177,61,77,0,96999.0,0
404885,Editing,,,99,167,46,54,60,65,70,156,372000.0,0
224174,AI-ML,Intel,AMD,97,169,43,50,139,195,313,76,223500.0,0
404422,AI-ML,AMD,AMD,86,33,40,54,60,65,307,156,403500.0,0
41584,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
59547,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
61839,General Use,AMD,NVIDIA,1,0,293,243,178,300,77,0,59299.0,0
653236,AI-ML,Intel,NVIDIA,99,115,319,135,140,146,303,283,653100.0,0
55755,Gaming,AMD,AMD,160,27,293,48,177,300,77,0,76999.0,0
79010,AI-ML,,AMD,93,117,43,131,178,188,77,289,122300.0,0
397207,AI-ML,,NVIDIA,92,167,40,135,60,65,214,156,396500.0,0
218146,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
298752,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
654671,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
182826,Editing,,,88,29,225,53,139,195,79,153,172200.0,0
152260,Gaming,,AMD,325,120,225,51,178,195,68,153,157900.0,0
502771,Gaming,,,99,121,46,244,60,146,214,156,485300.0,0
502676,AI-ML,AMD,AMD,91,121,40,135,60,146,209,156,485300.0,0
52107,General Use,AMD,NVIDIA,160,0,293,49,56,300,77,0,53499.0,0
25802,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
39097,Gaming,AMD,,160,18,293,48,177,300,77,0,72499.0,0
147322,Gaming,AMD,AMD,325,120,225,51,56,142,305,153,153900.0,0
152585,Editing,AMD,NVIDIA,88,105,225,52,139,195,68,153,158900.0,0
221302,Editing,AMD,,86,107,225,244,59,195,203,155,218800.0,0
41794,General Use,,,93,0,43,48,177,300,77,287,53780.0,0
248360,Editing,AMD,AMD,86,120,225,244,59,181,314,155,226200.0,0
215084,AI-ML,Intel,NVIDIA,14,167,43,50,139,195,68,75,195300.0,0
98873,AI-ML,AMD,NVIDIA,160,20,293,131,178,61,77,0,91499.0,0
95777,General Use,AMD,,325,0,225,51,139,61,313,73,90600.0,0
146259,AI-ML,Intel,,11,120,43,50,57,142,77,153,150999.0,0
36239,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
223620,Editing,,NVIDIA,86,107,225,244,59,195,203,155,218800.0,0
79929,AI-ML,,,93,20,43,131,178,141,77,289,97300.0,0
96225,General Use,,NVIDIA,325,0,225,51,139,61,313,73,90600.0,0
61106,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
500867,Editing,,AMD,164,169,40,135,140,146,330,158,500500.0,0
43001,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
121322,Gaming,Intel,,11,29,43,243,56,62,77,285,124679.0,0
497717,Editing,Intel,,102,167,128,135,262,146,214,156,457800.0,0
151706,AI-ML,,AMD,11,120,43,50,57,195,77,153,151999.0,0
222820,Editing,Intel,,97,107,43,50,59,195,203,155,203600.0,0
40974,Editing,Intel,,93,27,43,131,178,300,77,287,89280.0,0
218271,Gaming,AMD,NVIDIA,88,167,225,52,57,195,203,75,215300.0,0
295680,Gaming,,NVIDIA,91,167,225,244,59,65,80,156,295200.0,0
30544,AI-ML,AMD,AMD,160,117,293,131,178,300,77,0,113499.0,0
98742,AI-ML,Intel,NVIDIA,93,20,43,131,178,61,77,73,99200.0,0
649753,AI-ML,AMD,NVIDIA,164,115,40,135,140,146,214,158,649000.0,0
59795,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
404975,Editing,,,99,167,46,54,60,65,70,156,372000.0,0
56268,General Use,AMD,,160,0,293,49,56,300,77,0,53499.0,0
296896,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
40693,General Use,,AMD,93,0,43,48,177,300,77,287,53780.0,0
224973,Gaming,,NVIDIA,88,167,225,52,57,195,203,155,216500.0,0
403483,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
216151,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
653747,Gaming,,,164,115,40,135,262,146,211,158,653300.0,0
245742,AI-ML,Intel,NVIDIA,94,167,43,50,139,181,281,282,245600.0,0
400986,Editing,,NVIDIA,99,167,46,54,60,65,70,156,372000.0,0
179727,Editing,AMD,,88,29,225,53,139,195,313,153,171400.0,0
84219,Gaming,AMD,NVIDIA,160,20,293,48,177,180,77,0,82499.0,0
80897,Editing,Intel,,11,27,43,131,178,180,77,215,100999.0,0
303505,Gaming,,NVIDIA,91,167,225,54,139,65,80,76,303400.0,0
35467,AI-ML,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
154454,AI-ML,,NVIDIA,97,20,43,50,139,195,78,153,154200.0,0
82352,Gaming,Intel,AMD,95,28,43,48,177,180,77,215,97500.0,0
249631,Gaming,Intel,AMD,94,169,43,50,59,181,314,76,249500.0,0
58825,Gaming,AMD,NVIDIA,160,18,293,48,177,300,77,0,72499.0,0
96350,Editing,,,2,27,293,131,178,61,77,0,94000.0,0
43299,Gaming,Intel,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
248009,Editing,,AMD,94,169,43,50,59,181,148,155,248000.0,0
403135,Editing,,,99,167,46,54,60,65,70,156,372000.0,0
303984,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
41462,AI-ML,AMD,,160,20,293,131,178,300,77,0,88499.0,0
497510,Editing,Intel,AMD,102,169,128,135,262,146,214,156,452800.0,0
51221,AI-ML,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
400940,Editing,,AMD,99,169,46,54,60,65,70,156,367000.0,0
39541,General Use,,,93,0,43,48,177,300,77,287,53780.0,0
223806,Gaming,Intel,AMD,12,169,43,50,57,195,203,155,204500.0,0
650585,AI-ML,AMD,,164,115,40,135,140,146,330,158,650500.0,0
398076,AI-ML,AMD,NVIDIA,92,167,40,135,60,65,148,158,398000.0,0
83085,Editing,Intel,AMD,11,27,43,131,178,180,77,215,100999.0,0
216628,Gaming,,NVIDIA,88,167,225,52,57,195,203,75,215300.0,0
181939,Gaming,,,325,166,225,51,178,195,313,153,174200.0,0
177025,Editing,,NVIDIA,88,21,225,53,139,195,313,153,170900.0,0
40889,General Use,AMD,AMD,160,0,293,48,177,300,77,0,49999.0,0
400894,Editing,,NVIDIA,99,167,46,54,60,65,70,156,372000.0,0
81440,Gaming,,NVIDIA,95,20,43,48,177,180,77,215,91500.0,0
151999,AI-ML,Intel,NVIDIA,97,20,43,50,57,195,78,153,151700.0,0
251289,Editing,AMD,,86,165,225,244,59,181,314,155,230200.0,0
220092,AI-ML,,NVIDIA,325,167,225,244,139,195,313,155,213700.0,0
118274,AI-ML,Intel,,14,20,43,50,57,62,77,153,118000.0,0
76214,Editing,AMD,NVIDIA,160,20,293,131,178,141,77,0,89999.0,0
218187,AI-ML,,NVIDIA,325,167,225,244,139,195,313,75,212500.0,0
653420,Gaming,,,164,115,40,135,262,146,211,158,653300.0,0
400104,AI-ML,Intel,AMD,97,33,46,54,60,65,307,156,405000.0,0
69139,AI-ML,AMD,,160,20,293,131,178,300,77,0,88499.0,0
104682,Editing,AMD,NVIDIA,327,20,293,50,178,62,77,0,101999.0,0
58794,Gaming,,NVIDIA,93,18,43,48,177,300,77,287,76280.0,0
44226,General Use,AMD,,160,0,293,48,56,300,77,0,51499.0,0
304529,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
403387,Editing,Intel,NVIDIA,99,167,46,54,60,65,70,156,372000.0,0
33869,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
395987,AI-ML,AMD,,92,167,40,135,60,65,210,156,395900.0,0
218738,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
40374,Editing,AMD,NVIDIA,160,20,293,131,178,300,77,0,88499.0,0
98956,General Use,Intel,NVIDIA,14,0,43,50,59,61,281,153,98800.0,0
496516,Editing,,NVIDIA,164,167,40,135,140,146,330,156,496500.0,0
647953,AI-ML,Intel,,99,115,319,135,140,146,214,283,647600.0,0
77314,Editing,,,160,27,293,131,178,141,77,0,86999.0,0
648581,Editing,Intel,AMD,102,121,128,135,140,146,280,283,621600.0,0
248644,AI-ML,,NVIDIA,7,167,225,244,139,181,79,155,231000.0,0
67959,General Use,Intel,AMD,11,0,43,243,178,300,77,72,69499.0,0
402122,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
80639,AI-ML,Intel,NVIDIA,93,20,43,131,178,180,77,215,98500.0,0
648132,Editing,Intel,AMD,102,121,128,135,140,146,280,283,621600.0,0
79353,AI-ML,,AMD,93,117,43,131,178,188,77,289,122300.0,0
26141,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
222757,Gaming,,,88,167,225,52,57,195,203,155,216500.0,0
150024,AI-ML,AMD,AMD,1,120,35,50,57,195,77,0,141999.0,0
35650,General Use,,,93,0,43,130,177,300,77,287,51780.0,0
67904,Editing,,AMD,95,27,43,131,178,300,77,72,93700.0,0
254570,Gaming,,NVIDIA,88,167,225,53,139,181,314,155,230900.0,0
55088,Gaming,,,93,18,43,48,177,300,77,287,76280.0,0
118762,Editing,,NVIDIA,325,20,225,52,57,62,77,285,126780.0,0
57929,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
301516,Editing,Intel,NVIDIA,94,166,230,50,60,65,307,76,272600.0,0
184880,AI-ML,,NVIDIA,325,22,225,53,139,195,305,153,181900.0,0
116652,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
44394,General Use,AMD,AMD,160,0,293,48,56,300,77,0,51499.0,0
299366,AI-ML,,AMD,91,169,225,244,60,65,209,156,298500.0,0
39424,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
31967,General Use,Intel,AMD,93,0,43,130,136,300,77,287,50280.0,0
57990,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
100528,Gaming,AMD,,1,105,293,49,177,62,77,0,100499.0,0
96342,General Use,AMD,,325,0,225,51,139,61,313,73,90600.0,0
403741,AI-ML,Intel,,99,167,46,135,140,65,209,156,403300.0,0
98102,Gaming,AMD,NVIDIA,160,105,293,49,177,61,77,0,96999.0,0
254090,Gaming,Intel,NVIDIA,13,167,43,50,139,181,314,155,229000.0,0
253635,Editing,AMD,AMD,86,169,225,244,59,181,204,155,253600.0,0
215407,Editing,,,83,166,35,50,59,195,314,155,214800.0,0
651953,General Use,Intel,AMD,14,0,43,50,139,62,313,73,90200.0,0
504807,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
27172,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
222102,Gaming,,,88,167,225,52,57,195,203,155,216500.0,0
39832,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
251253,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
76085,Gaming,,NVIDIA,93,20,43,48,177,141,77,289,88800.0,0
96812,Editing,AMD,,2,27,293,131,178,61,77,0,94000.0,0
36932,Gaming,,AMD,93,27,43,48,177,300,77,287,80780.0,0
304844,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
652688,Gaming,Intel,,102,115,128,135,60,146,151,158,598000.0,0
181154,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
51734,General Use,Intel,AMD,95,0,43,49,56,300,77,287,58780.0,0
39359,General Use,AMD,AMD,160,0,293,48,177,300,77,0,49999.0,0
248802,Editing,Intel,,94,165,43,50,59,181,314,155,224000.0,0
649391,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
304120,AI-ML,AMD,NVIDIA,91,167,225,244,60,65,209,156,303500.0,0
651210,Editing,,,92,115,125,135,140,146,211,158,646500.0,0
151632,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
154597,Gaming,AMD,,325,165,225,51,178,195,68,153,161900.0,0
61443,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
100339,Gaming,,,11,105,43,49,177,62,77,73,111699.0,0
304480,Gaming,Intel,NVIDIA,17,167,232,50,139,65,307,154,304200.0,0
401089,Gaming,AMD,,92,167,40,135,60,65,150,156,399500.0,0
495310,Gaming,,AMD,99,121,46,244,60,146,214,156,485300.0,0
217768,Gaming,AMD,NVIDIA,88,167,225,52,57,195,203,75,215300.0,0
57816,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
32227,Editing,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
79200,AI-ML,Intel,,93,20,43,131,178,141,77,289,97300.0,0
217868,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
152358,Editing,Intel,NVIDIA,12,105,43,50,139,195,68,153,151900.0,0
153311,AI-ML,,NVIDIA,97,20,43,50,57,195,313,153,153000.0,0
147766,Editing,,AMD,7,28,225,52,139,142,305,153,149900.0,0
121071,Editing,Intel,NVIDIA,14,20,43,50,57,62,77,285,117380.0,0
397555,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
123891,General Use,AMD,,325,0,225,51,139,62,313,73,92100.0,0
42159,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
500940,Gaming,,AMD,99,121,46,244,60,146,214,156,485300.0,0
96584,Editing,Intel,AMD,11,27,43,131,178,61,77,73,101699.0,0
83911,General Use,Intel,,14,0,43,50,57,180,305,215,84500.0,0
300449,Gaming,Intel,AMD,17,169,232,50,139,65,307,156,300200.0,0
69800,AI-ML,Intel,,93,20,43,131,178,300,77,72,95200.0,0
58243,Gaming,Intel,,93,18,43,48,177,300,77,287,76280.0,0
78730,Editing,AMD,AMD,160,27,293,131,178,141,77,0,86999.0,0
175694,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
297565,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
66499,General Use,AMD,,1,0,183,243,178,300,77,0,60599.0,0
300864,AI-ML,AMD,,91,167,225,244,60,65,148,156,300700.0,0
398248,Gaming,Intel,AMD,94,33,46,244,59,65,81,156,390800.0,0
298234,Gaming,Intel,NVIDIA,99,167,43,50,59,65,149,76,298000.0,0
399450,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
68564,Editing,Intel,AMD,95,27,43,131,178,300,77,72,93700.0,0
499064,General Use,AMD,AMD,325,0,225,51,139,62,313,73,92100.0,0
118036,Gaming,AMD,NVIDIA,2,21,183,243,56,62,77,0,116100.0,0
28329,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
404849,General Use,,,325,0,225,51,139,62,313,73,92100.0,0
224191,Editing,,AMD,86,120,225,244,59,195,203,155,217800.0,0
146837,Gaming,Intel,AMD,14,120,43,243,56,142,305,153,148800.0,0
651698,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
298182,Editing,Intel,,17,167,43,50,60,65,80,76,297900.0,0
223484,AI-ML,Intel,AMD,97,169,43,50,139,195,313,282,222800.0,0
401350,Editing,,NVIDIA,99,167,46,54,60,65,70,156,372000.0,0
120782,AI-ML,Intel,NVIDIA,14,20,43,50,139,62,77,153,120500.0,0
31908,AI-ML,,,93,20,43,131,178,300,77,287,92280.0,0
27606,AI-ML,Intel,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
176355,General Use,Intel,,14,0,43,50,139,62,313,73,90200.0,0
301312,Gaming,Intel,,17,167,232,50,139,65,207,76,301180.0,0
124408,Editing,AMD,,325,28,225,52,57,62,77,285,132780.0,0
40482,Editing,AMD,,160,27,293,131,178,300,77,0,85499.0,0
399996,Editing,,NVIDIA,99,167,46,54,60,65,81,156,371500.0,0
147388,Gaming,AMD,NVIDIA,325,107,225,51,56,142,305,153,154900.0,0
101744,General Use,Intel,NVIDIA,14,0,43,50,139,62,313,73,90200.0,0
297809,Gaming,AMD,NVIDIA,91,167,225,244,60,65,67,76,297700.0,0
59432,AI-ML,,AMD,93,117,43,131,178,300,77,287,117280.0,0
146578,General Use,,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
121542,General Use,AMD,NVIDIA,325,0,225,51,139,62,313,73,92100.0,0
150564,General Use,,AMD,325,0,225,51,139,62,313,73,92100.0,0
50728,Editing,,NVIDIA,93,20,43,131,178,300,77,287,92280.0,0
221497,Editing,AMD,,86,107,225,244,59,195,203,155,218800.0,0
100245,Gaming,AMD,NVIDIA,1,105,293,49,177,62,77,0,100499.0,0
646593,AI-ML,Intel,NVIDIA,99,115,319,135,140,146,308,159,645800.0,0
